ObjectNum,Name,Type,Constellation,Magnitude,Info,RAHour,RAMinute,DecSign,DecDeg,DecMinute
   3878,MCG 6-26-32,Galaxy,UMa,15,"vF, R, 2nd of 4",11,46.2,+,33,12
   3879,UGC 6752,Galaxy,Dra,13,"F, pL, mE 105deg +/-",11,46.9,+,69,24
   3880,MCG 6-26-33,Galaxy,UMa,15,"vF, R, gbM, 3rd of 4",11,46.3,+,33,10
   3881,MCG 6-26-34,Galaxy,UMa,15,"vF, R, gbM, 4th of 4",11,46.5,+,33,7
   3882,ESO 170-11,Galaxy,Cen,,"vF, lE, 2 st inv",11,46.1,-,56,22
   3883,UGC 6754,Galaxy,Leo,14,"vF, cL",11,46.8,+,20,42
   3884,UGC 6746,Galaxy,Leo,14,"cF, S, iR, gbM, r, *7 sp 6'",11,46.2,+,20,25
   3885,ESO 440-7,Galaxy,Hya,13,"Size: 1.7  cF, vS, vlE, bM, vF* sf",11,46.8,-,27,55
   3886,UGC 6760,Galaxy,Leo,14,F,11,47.1,+,19,51
   3887,MCG 3-30-12,Galaxy,Crt,11,"Size: 3.3  pB, L, iR, vgpmbM",11,47.1,-,16,51
   3888,UGC 6765,Galaxy,UMa,13,"Size: 1.8  pB, S, lE, pgbM",11,47.6,+,55,58
   3889,MCG 9-19-191,Galaxy,UMa,16,"vF, vS, 5' nf 3888",11,47.9,+,56,2
   3890,NGC 3939,Galaxy,Dra,14,"vF, S, R, bM",11,49.4,+,74,20
   3891,UGC 6772,Galaxy,UMa,13,"pB, S, bM",11,48,+,30,23
   3892,MCG 2-30-30,Galaxy,Crt,12,"Size: 2.8  pB, pL, R, gbM, r",11,48,-,10,58
   3893,UGC 6778,Galaxy,UMa,11,"Size: 4.4  B, pL, R, mbM",11,48.6,+,48,43
   3894,UGC 6779,Galaxy,UMa,13,"Size: 2.4  B, pL, iR, pgmbM, p of 2",11,48.8,+,59,25
   3895,UGC 6785,Galaxy,UMa,14,"Size: 1.4  pF, pL, vlE, gbM, f of 2",11,49.1,+,59,26
   3896,UGC 6781,Galaxy,UMa,14,"Size: 1.7  F, vS",11,48.9,+,48,41
   3897,UGC 6784,Galaxy,UMa,14,"Size: 2.1  F, S, R, bM",11,49,+,35,1
   3898,UGC 6787,Galaxy,UMa,10.8,"Size: 4.4  B, pL, lE, svmbM",11,49.2,+,56,5
   3899,NGC 3912,,Leo,,"pB, R, smbM; = 3912?",11,49.2,+,26,28
   3900,UGC 6786,Galaxy,Leo,11.4,"Size: 3.5  B, pL, vlE 0deg +/- , bMN",11,49.2,+,27,1
   3901,UGC 6675,Galaxy,Cam,14,"pF, pL, r; place doubtful",11,43,+,77,24
   3902,UGC 6790,Galaxy,Leo,14,"Size: 1.8  F, pS, lE, vglbM",11,49.3,+,26,7
   3903,ESO 378-24,Galaxy,Cen,,"pB, cS, vlE, lbM",11,49.1,-,37,30
   3904,ESO 440-13,Galaxy,Hya,11,"Size: 2.2  pB, S, R, mbM",11,49.2,-,29,17
   3905,MCG 1-30-35,Galaxy,Crt,,"Size: 1.8  vF, L, dif",11,49.1,-,9,44
   3906,UGC 6797,Galaxy,UMa,14,"Size: 1.9  eF, pL",11,49.7,+,48,26
   3907,,Galaxy,Vir,14,"eF, S, psbM",11,49.5,-,1,4
   3908,NPM1G +12.0292,Galaxy,Leo,,"F, vS, R, mbM",11,49.9,+,12,11
   3909,ESO 217-SC8,Open Cluster,Cen,,"Cl, vL, lC, st 9...14",11,49.6,-,48,15
   3910,UGC 6800,Galaxy,Leo,14,"S, R, mbM, *10-11 n 50""",11,50,+,21,22
   3911,UGC 6803,Galaxy,Leo,15,"vF, S, p of 2",11,49.4,+,24,57
   3912,NGC 3899,Galaxy,Leo,13,"Size: 1.7  F, pL, R, pgbM",11,50.1,+,26,29
   3913,IC 740,Galaxy,UMa,13,"Size: 2.6  F, E",11,50.6,+,55,21
   3914,UGC 6809,Galaxy,Vir,14,"F, vS, R, lbM, *13 np 80""",11,50.6,+,6,35
   3915,IC 2963,,Vir,,"eF, eS, bet 2 st",11,50.6,-,5,8
   3916,UGC 6819,Galaxy,UMa,15,"Size: 1.8  eF, R, gbM",11,50.8,+,55,9
   3917,UGC 6815,Galaxy,UMa,12,"Size: 4.9  F, L, vmE, vgbM",11,50.8,+,51,50
   3918,PK 294+4.1,Planetary Nebula,Cen,8,"Size: 0.2  PN , !, S, R, blue, = *7, d =",11,50.3,-,57,11
   3919,UGC 6810,Galaxy,Leo,14,"F, S, R",11,50.6,+,20,1
   3920,UGC 6803,Galaxy,Leo,14,"neb, f of 2",11,50.1,+,24,57
   3921,UGC 6823,Galaxy,UMa,13,"Size: 2.2  pF, S, R, pspmbM",11,51.1,+,55,5
   3922,NGC 3924,Galaxy,UMa,14,"vF, vS",11,51.2,+,50,11
   3923,ESO 440-17,Galaxy,Hya,10.1,"Size: 2.9  B, pL, lE, gmbM, r, vS* sp in",11,51,-,28,48
   3924,NGC 3922,Galaxy,UMa,15,"Size: 1.9  pB, S, iF, bM",11,52.6,+,50,1
   3925,MCG 4-28-71,Galaxy,Leo,15,"vF, vS",11,51.3,+,21,55
   3926,,Galaxy,Leo,14,"eF, eS, vlE, er, st nr",11,51.5,+,22,3
   3927,,,Leo,,"pF, pS",11,51.6,+,28,9
   3928,UGC 6834,Galaxy,UMa,13,"Size: 1.8  pF, S, R, pspmbM",11,51.8,+,48,41
   3929,UGC 6832,Galaxy,Leo,14,"Cl, S, st F, vC",11,51.7,+,21,1
   3930,UGC 6833,Galaxy,UMa,12,"Size: 3.8  eF, cL, iF, glbM, *7 (Grb 183",11,51.8,+,38,1
   3931,NGC 3917A,Galaxy,UMa,15,"Size: 1.4  eF, S",11,51.2,+,52,0
   3932,MCG 8-22-23,Galaxy,UMa,15,"vF, v diffic, 3928 np",11,52.5,+,48,28
   3933,UGC 6839,Galaxy,Leo,14,"pF, lE",11,52,+,16,49
   3934,UGC 6841,Galaxy,Leo,15,"eF, R",11,52.2,+,16,52
   3935,UGC 6843,Galaxy,UMa,14,"pF, S, lE, psbM",11,52.4,+,32,25
   3936,ESO 504-20,Galaxy,Hya,13,"Size: 4.0  vF, cL, vmE 59deg",11,52.3,-,26,54
   3937,IC 2968;UGC 6851,Galaxy,Leo,14,"vF, cS, R; = IC 2968",11,52.7,+,20,39
   3938,UGC 6856,Galaxy,UMa,10.4,"Size: 5.4  B, vL, R, bMpBN, er",11,52.8,+,44,7
   3939,NGC 3890,,Dra,,"eF, vS, R (place doubtful)",11,53.2,+,75,7
   3940,UGC 6852,Galaxy,Leo,14,"vF, cS, R",11,52.7,+,21,1
   3941,UGC 6857,Galaxy,UMa,11,"Size: 3.8  vB, pL, R, smbM *9",11,52.9,+,36,59
   3942,MCG 2-30-35,Galaxy,Crt,14,"eF, pS, E 160deg , gvlbM",11,51.4,-,11,24
   3943,MCG 4-28-84,Galaxy,Leo,14,"pF, pS, E, *8 p 24s",11,52.9,+,20,30
   3944,UGC 6859,Galaxy,Leo,14,"pF, pS, R, psbM",11,53.1,+,26,14
   3945,UGC 6860,Galaxy,UMa,10.6,"Size: 5.5  B, pL, R, gmbM, r, *12 sp",11,53.2,+,60,41
   3946,MCG 4-28-89,Galaxy,Leo,15,"vF, vlbM, dif",11,53.4,+,21,3
   3947,UGC 6863,Galaxy,Leo,14,"Size: 1.6  F, pS, iE, lbM, **  p",11,53.4,+,20,45
   3948,,Galaxy,Leo,15,"Size: 0.5  vF, stellar",11,53.4,+,20,59
   3949,UGC 6869,Galaxy,UMa,11,"Size: 3.0  cB, pL, pmE, vgbM",11,53.7,+,47,52
   3950,MCG 8-22-30,Galaxy,UMa,15,"eF, 2'.6 n of 3949",11,53.7,+,47,56
   3951,UGC 6867,Galaxy,Leo,14,"vF, cS, vlE",11,53.7,+,23,24
   3952,IC 2972,Galaxy,Vir,13,"Size: 1.5  cF, cS, lE 90deg +/- , bM, r",11,53.7,-,4,0
   3953,UGC 6870,Galaxy,UMa,10.1,"Size: 6.6  cB, L, E 0deg +/- , vsbMLrN",11,53.8,+,52,20
   3954,UGC 6866,Galaxy,Leo,14,"eF, R",11,53.7,+,20,54
   3955,ESO 504-26,Galaxy,Crt,11.9,"Size: 3.2  cF, S, E 170deg +/- , lbs",11,54,-,23,10
   3956,ESO 572-13,Galaxy,Crt,13,"Size: 3.5  cF, pL, pmE 57deg",11,54,-,20,34
   3957,IC 2965,Galaxy,Crt,13,"Size: 3.5  F, S, E, r",11,54,-,19,34
   3958,UGC 6880,Galaxy,UMa,13,"Size: 1.6  pF, pS, pmE, vgbM",11,54.6,+,58,22
   3959,MCG 1-30-46,Galaxy,Crt,14,"vF, S, bet 2 vF st",11,54.6,-,7,44
   3960,Mel 108,Open Cluster,Cen,8.3,"Size: 7.  Cl, pL, pRi, gpmbM, st 13",11,50.9,-,55,42
   3961,UGC 6885,Galaxy,Dra,14,"eF, vS",11,55,+,69,20
   3962,MCG 2-30-40,Galaxy,Crt,10.6,"Size: 2.9  cB, pL, iR, gmbM, triangle 2 ",11,54.7,-,13,58
   3963,UGC 6884,Galaxy,UMa,12,"Size: 2.8  pF, cL, R, vg, sbM",11,55,+,58,30
   3964,MCG 5-28-43,Galaxy,Leo,15,"vF, S, E, *10 nf att",11,54.8,+,28,16
   3965,,,Crt,,"eF, eS, R, bMN, *9.5 np 4'",11,55.1,-,10,52
   3966,NGC 3986,Galaxy,UMa,14,"F, pL, lE, bM, *12 p",11,55.7,+,32,12
   3967,MCG 1-30-47,Galaxy,Crt,15,"vF, S, F* close p",11,55.2,-,7,50
   3968,UGC 6895,Galaxy,Leo,13,"Size: 3.0  pB, L, iR, bM, *10, 65deg , 3",11,55.5,+,11,58
   3969,ESO 572-17,Galaxy,Crt,14,"eF, vS, gbMN, *8.5 nearly n",11,55.1,-,18,56
   3970,MCG 2-30-41,Galaxy,Crt,14,"F, S, R, psbM, p of 2",11,55.3,-,12,2
   3971,NGC 3984,Galaxy,UMa,14,"pF, vS, R, bM",11,55.6,+,30,0
   3972,UGC 6904,Galaxy,UMa,13,"Size: 4.0  pB, E",11,55.8,+,55,19
   3973,MCG 2-31-1,Galaxy,Leo,15,"eF, eS, *10 1' sf (requires verification",11,55.6,+,12,1
   3974,MCG 2-31-1,Galaxy,Crt,14,"vF, S, R, bM, f of 2",11,55.7,-,12,0
   3975,MCG 10-17-103,Galaxy,UMa,15,"Size: 0.8  vF, vS, 3978 f 17s",11,55.9,+,60,32
   3976,UGC 6906,Galaxy,Vir,12,"Size: 3.9  B, pL, cE 30deg , vsmbMN",11,56,+,6,45
   3977,NGC 3980,Galaxy,UMa,13,"Size: 1.7  F, S",11,56.1,+,55,24
   3978,UGC 6910,Galaxy,UMa,15,"Size: 1.8  cF, S, lE, bM, *8, 90deg , 6'",11,56.2,+,60,31
   3979,IC 2976;UGC 6907,Galaxy,Vir,14,"pF, *11-12 nf",11,56.1,-,2,42
   3980,NGC 3977,Galaxy,UMa,15,"Size: 1.8  eF, pL, E, D* nr",11,56.1,+,55,23
   3981,ESO 572-20,Galaxy,Crt,12,"Size: 3.9  vF, pL, iF",11,56.1,-,19,54
   3982,UGC 6918,Galaxy,UMa,12,"Size: 2.5  B, pL, R, g, sbM disc",11,56.5,+,55,8
   3983,UGC 6914,Galaxy,Leo,15,"cF, cS, R, psbM",11,56.4,+,23,53
   3984,NGC 3971,Galaxy,UMa,15,"eF, S, R, bM",11,57.8,+,29,3
   3985,UGC 6921,Galaxy,UMa,13,"Size: 1.2  vF, cS, another suspected",11,56.7,+,48,20
   3986,NGC 3966,Galaxy,UMa,14,"Size: 3.1  pF, S, pmE 90deg +/- , *11 nr",11,56.7,+,32,1
   3987,UGC 6928,Galaxy,Leo,14,"Size: 2.5  F, mE",11,57.3,+,25,12
   3988,MCG 5-28-57,Galaxy,Leo,14,"vF, S, R, bM *, p of 2",11,57.4,+,27,53
   3989,MCG 4-28-100,Galaxy,Leo,15,"eF, vS, R",11,57.4,+,25,14
   3990,UGC 6938,Galaxy,UMa,12.6,"Size: 1.7  pF, S, lE, pslbM",11,57.6,+,55,28
   3991,UGC 6933,Galaxy,UMa,13.2,"Size: 1.4  F, S, lE, 1st of 3",11,57.5,+,32,20
   3992,M 109,Galaxy,UMa,9.8,"Size: 7.6  cB, vL, pmE, sbMBrN; = M109",11,57.6,+,53,23
   3993,UGC 6935,Galaxy,Leo,15,"Size: 1.9  vF, pS, E, 3 st nr",11,57.6,+,25,15
   3994,UGC 6936,Galaxy,UMa,12.7,"Size: 1.1  pB, vS, 2nd of 3",11,57.6,+,32,17
   3995,UGC 6944,Galaxy,UMa,12.6,"Size: 2.8  F, pL, iR, bM, 3rd of 3",11,57.7,+,32,18
   3996,UGC 6941,Galaxy,Leo,14,"vF, pL, R, 2 st f",11,57.8,+,14,19
   3997,UGC 6942,Galaxy,Leo,14,"Size: 1.8  pF, vS, E 25deg , bet 2 st",11,57.8,+,25,16
   3998,UGC 6946,Galaxy,UMa,10.6,"Size: 3.1  cB, pS, R, vg, smbM",11,57.9,+,55,27
   3999,ZWG 127.117,Galaxy,Leo,15,"vF, S",11,58.4,+,25,9
   4000,UGC 6949,Galaxy,Leo,15,"vF, vS, lE, *8 2' f, 4005 is sf",11,58,+,25,9
   4001,MCG 8-22-47,Galaxy,UMa,15,"S, R, 7' np 4010",11,58.1,+,47,20
   4002,MCG 4-28-104,Galaxy,Leo,14,"vF, vS, R, n of 2",11,58,+,23,13
   4003,NGC 4007,Galaxy,Leo,15,"vF, vS, R, s of 2",11,58,+,23,8
   4004,,Galaxy,Leo,14,"Size: 2.2  F, vS, R, *12 near",11,58.1,+,27,53
   4005,NGC 4007,Galaxy,Leo,14,"pF, vS, mbM, *7 np 2'",11,58.2,+,25,8
   4006,IC 2983,Galaxy,Vir,14,"F, S, R, bM, *11 nf; = IC 2983",11,58.2,-,2,5
   4007,NGC 4005,,Leo,,"eF, vS; = 4005",11,58.2,+,25,8
   4008,UGC 6953,Galaxy,Leo,12,"Size: 2.5  pB, pS, E, psbM, * inv n",11,58.3,+,28,12
   4009,,Galaxy,Leo,,"vF, eS",11,58.4,+,25,13
   4010,UGC 6964,Galaxy,UMa,13,"Size: 4.2  F, pL, mE, vglbM",11,58.6,+,47,16
   4011,ZWG 127.121,Galaxy,Leo,15,"vF, vS, *12 np",11,58.4,+,25,7
   4012,UGC 6960,Galaxy,Vir,14,"vF, S, lE",11,58.5,+,10,2
   4013,UGC 6963,Galaxy,UMa,12,"Size: 5.2  B, cL, mE 62deg , vsvmbM *10",11,58.5,+,43,57
   4014,NGC 4028,Galaxy,Com,13,"pB, pS, R, psbM",11,58.6,+,16,11
   4015,UGC 6965,Galaxy,Com,14,"F, vS, E, mbM",11,58.7,+,25,3
   4016,UGC 6954;Arp 305a,Galaxy,Leo,15,Size: 1.5  vF,11,58.4,+,27,31
   4017,UGC 6967,Galaxy,Com,13,"Size: 1.8  F, L, E, gbfM",11,58.7,+,27,26
   4018,UGC 6966,Galaxy,Com,14,"mE np sf, 2 st s",11,58.7,+,25,20
   4019,IC 755,,Com,,"eF, *9 sf 5'",11,58.9,+,14,13
   4020,UGC 6971,Galaxy,UMa,13,"Size: 2.1  pB, pL, E 20deg , biN",11,58.9,+,30,25
   4021,MCG 4-28-112,Galaxy,Com,15,"F, S, vlE",11,59,+,25,6
   4022,UGC 6975,Galaxy,Com,14,"pF, vS, stellar",11,59,+,25,14
   4023,UGC 6977,Galaxy,Com,14,"pF, pL, dif",11,59.1,+,25,0
   4024,ESO 572-31,Galaxy,Crv,13,"Size: 2.3  F, vS, iF, bM",11,58.5,-,18,21
   4025,UGC 6982,Galaxy,UMa,15,"Size: 3.3  eF, pL, R",11,59.2,+,37,48
   4026,UGC 6985,Galaxy,UMa,12,"Size: 5.1  vB, cL, mE 176deg , vsvmbMBN",11,59.4,+,50,58
   4027,ESO 572-37,Galaxy,Crv,11.1,"Size: 3.0  glob. cl. , pF, pL, R, rr, st",11,59.5,-,19,16
   4028,NGC 4014,,Com,,"vF, vS, vlE, r",11,59.9,+,16,14
   4029,UGC 6990,Galaxy,Vir,14,"vF, vS, lE, stellar N",12,0.1,+,8,12
   4030,UGC 6993,Galaxy,Vir,12,"Size: 4.3  cB, L, vlE, psmbM, B st nr",12,0.4,-,1,6
   4031,MCG 5-28-75,Galaxy,UMa,14,"eF, vS, *17 vnr south",12,0.5,+,31,57
   4032,UGC 6995,Galaxy,Com,13,"Size: 2.1  pF, pL, R, gbM, *12 nf",12,0.6,+,20,4
   4033,ESO 572-42,Galaxy,Crv,13,"Size: 2.5  pB, S, lE, bM",12,0.6,-,17,51
   4034,UGC 7006,Galaxy,Dra,,"eF, S, iF, gvlbM",12,1.5,+,69,19
   4035,MCG 3-31-10,Galaxy,Crv,,"Size: 1.4  eF, pL, *9 45deg +/-",12,0.5,-,15,57
   4036,UGC 7005,Galaxy,UMa,10.6,"Size: 4.5  vB, vL, E",12,1.4,+,61,54
   4037,UGC 7002,Galaxy,Com,13,"Size: 2.7  eF, pL, R, r",12,1.4,+,13,24
   4038,ESO 572-47,Galaxy,Crv,10.7,"Size: 2.6  pB, cL, R, vgbM",12,1.9,-,18,52
   4039,ESO 572-48,Galaxy,Crv,13,"Size: 3.2  pF, pL",12,1.9,-,18,53
   4040,UGC 7013,Galaxy,Com,15,"eF, pS, R, 3 st nr",12,2.2,+,17,50
   4041,UGC 7014,Galaxy,UMa,11.1,"Size: 2.8  B, cL, R, g, psvmbMrN",12,2.2,+,62,8
   4042,,,Com,,"vF, vS; = 4032?",12,2.4,+,20,9
   4043,UGC 7015,Galaxy,Vir,14,"pF, S, R, psbM, **  f 30s",12,2.4,+,4,21
   4044,UGC 7018,Galaxy,Vir,14,"cF, cS, R, bM",12,2.5,-,0,11
   4045,NGC 4046,Galaxy,Vir,11.8,"Size: 2.8  pF, L, R, sbM, * sf",12,2.7,+,1,59
   4046,NGC 4045,,Vir,,"F, pS, triangle 2 F st; = 4045?",12,2.8,+,1,45
   4047,UGC 7025,Galaxy,UMa,13,"Size: 1.5  pB, pS, R",12,2.9,+,48,38
   4048,UGC 7023,Galaxy,Com,14,"vF, vS, R, psbM",12,2.9,+,18,1
   4049,UGC 7027,Galaxy,Com,14,"eF, pS, R, glbM",12,3,+,18,46
   4050,MCG 3-31-16,Galaxy,Crv,12,"Size: 3.1  F, cL, iR, lbM",12,2.9,-,16,22
   4051,UGC 7030,Galaxy,UMa,10.3,"Size: 5.0  B, vL, E, vgvsmbM *11",12,3.2,+,44,32
   4052,OCL 870,Open Cluster,Cru,9,"Size: 8.  Cl, pRi, lC",12,1.9,-,63,12
   4053,UGC 7029,Galaxy,Com,14,"F, vS, vlE, alm stell",12,3.2,+,19,44
   4054,MCG 10-17-131,Galaxy,UMa,15,"eF, S",12,3.2,+,57,54
   4055,NGC 4061,,Com,,pB (decl very doubtful),12,3.7,+,21,4
   4056,,Galaxy,Com,,"eF, vS",12,4,+,20,19
   4057,NGC 4065,Galaxy,Com,,pB (decl very doubtful),12,5.3,+,20,19
   4058,UGC 7036,Galaxy,Vir,14,"vF, pS, R, bM",12,3.8,+,3,34
   4059,NGC 4070,,Com,,pB (decl very doubtful),12,3.9,+,21,19
   4060,ZWG 128. 6,Galaxy,Com,15,eF,12,4.1,+,20,21
   4061,NGC 4055,Galaxy,Com,14,"Size: 1.5  vF, S, R, p of Dneb, pos 80de",12,4.1,+,20,13
   4062,UGC 7045,Galaxy,UMa,11.2,"Size: 4.3  pB, vL, mE 97deg , vgbM",12,4.1,+,31,54
   4063,UGC 7042,Galaxy,Vir,15,"eF, vS, B pts inv",12,4.1,+,1,52
   4064,UGC 7054,Galaxy,Com,11.5,"Size: 4.5  B, E, gbM",12,4.2,+,18,27
   4065,NGC 4057,Galaxy,Com,14,"Size: 1.5  pF, R, f of Dneb",12,4.2,+,20,13
   4066,UGC 7051,Galaxy,Com,14,pB,12,4.2,+,20,22
   4067,UGC 7048,Galaxy,Vir,13,"Size: 1.5  F, pS, R, gbM",12,4.2,+,10,51
   4068,UGC 7047,Galaxy,UMa,13,"Size: 3.2  pF, S, stellar",12,4,+,52,35
   4069,,Galaxy,Com,,"vF, vS",12,4.2,+,20,20
   4070,NGC 4059,Galaxy,Com,14,"F, vS",12,4.2,+,20,26
   4071,PK 298-4.1,Planetary Nebula,Mus,,"Size: 1.3  vF, vS, R, bM*, am st",12,4.2,-,67,18
   4072,ZWG 98. 45,Galaxy,Com,15,"eF, sf 4061, 4062, 4065",12,4.3,+,20,13
   4073,UGC 7060,Galaxy,Vir,13,"Size: 2.5  F, pS, R, pgbM, np of 2",12,4.5,+,1,54
   4074,MCG 4-29-11,Galaxy,Com,15,"eF, vS",12,4.6,+,20,20
   4075,MCG 0-31-32,Galaxy,Vir,14,"F, S, R",12,4.7,+,2,5
   4076,UGC 7061,Galaxy,Com,14,"vF, vS",12,4.6,+,20,12
   4077,NGC 4140,Galaxy,Vir,14,"cF, cS, vlE, bM, sf of 2",12,4.7,+,1,48
   4078,NGC 4107,Galaxy,Vir,14,"F, vS, R, glbM",12,4.8,+,10,36
   4079,UGC 7067,Galaxy,Vir,14,"Size: 2.4  F, L, R, *10 n 1'",12,4.8,-,2,23
   4080,UGC 7068,Galaxy,Com,14,"cF, pS, E, gbM",12,5,+,27,0
   4081,UGC 7062,Galaxy,UMa,14,"Size: 1.8  F, S, mE, D* nr",12,4.6,+,64,26
   4082,MCG 2-31-26,Galaxy,Vir,15,"vF, vS, lE, lbM",12,5.3,+,10,41
   4083,MCG 2-31-24,Galaxy,Vir,15,"eF, vS",12,5.3,+,10,37
   4084,MCG 4-29-14,Galaxy,Com,15,"F, S",12,5.3,+,21,14
   4085,UGC 7075,Galaxy,UMa,12.3,"Size: 2.8  B, pL, pmE 78deg , vsbM",12,5.4,+,50,21
   4086,UGC 7076,Galaxy,Com,15,"F, pS, R",12,5.5,+,20,15
   4087,ESO 505-10,Galaxy,Hya,13,"pB, S, R, bM",12,5.6,-,26,33
   4088,UGC 7081,Galaxy,UMa,10.5,"Size: 5.8  B, cL, E 55deg , lbM",12,5.6,+,50,33
   4089,MCG 4-29-17,Galaxy,Com,15,"vF, S, R, p of 2",12,5.6,+,20,34
   4090,IC 2997;UGC 7077,Galaxy,Com,15,"vF, vS, *15 f 1'; = IC 2997",12,5.5,+,20,19
   4091,UGC 7083,Galaxy,Com,15,"vF, S, R, f of 2",12,5.7,+,20,34
   4092,UGC 7087,Galaxy,Com,14,"F, pS, R, *11 np",12,5.9,+,20,30
   4093,MCG 4-29-21,Galaxy,Com,15,"eF, vS",12,5.9,+,20,33
   4094,MCG 2-31-16,Galaxy,Crv,12,"Size: 4.2  eF, L, pmE, vgbM, 2 st 11 nr",12,5.9,-,14,32
   4095,MCG 4-29-22,Galaxy,Com,14,"vF, vS",12,6,+,20,35
   4096,UGC 7090,Galaxy,UMa,10.6,"Size: 6.5  pB, vL, mE 32deg",12,6,+,47,29
   4097,UGC 7092,Galaxy,UMa,14,"eF, vS, R, stellar, *10 sp 2'",12,6.1,+,36,52
   4098,NGC 4099-1,Galaxy,Com,14,"eF, eS, R, bM",12,6.1,+,20,37
   4099,NGC 4098-1,,Com,,"eF, eS",12,6.1,+,20,39
   4100,UGC 7095,Galaxy,UMa,12,"Size: 5.2  pB, vL, vmE 161deg , vgvlbM",12,6.2,+,49,35
   4101,UGC 7093,Galaxy,Com,14,"eF, vS, R, vgbM",12,6.2,+,25,34
   4102,UGC 7096,Galaxy,UMa,12,"Size: 3.2  B, pS, R, bMBN, *12 sp, vnr",12,6.4,+,52,43
   4103,OCL 871,Open Cluster,Cru,7,"Size: 7.  Cl, pL, pC, iR, st 10...14",12,6.7,-,61,15
   4104,UGC 7099,Galaxy,Com,14,"Size: 3.0  pB, pS, lE, bM",12,6.6,+,28,10
   4105,ESO 440-54,Galaxy,Hya,12,"Size: 2.4  pF, pS, R, psbM, r, p of 2",12,6.7,-,29,46
   4106,ESO 440-56,Galaxy,Hya,11.4,"Size: 1.9  pF, pS, R, pgbM, f of 2",12,6.8,-,29,46
   4107,NGC 4078,,Vir,,"pB, S, lE, *10-11 np",12,6.7,+,10,36
   4108,UGC 7101,Galaxy,Dra,13,"Size: 1.9  B, S, R, gbM",12,6.8,+,67,10
   4109,MCG 7-25-24,Galaxy,CVn,15,"Size: 0.8  vF, 4111 nnf 6'",12,6.9,+,43,0
   4110,UGC 7102,Galaxy,Com,14,"F, S",12,7.1,+,18,32
   4111,UGC 7103,Galaxy,CVn,10.8,"Size: 4.8  vB, pS, mE 151deg",12,7.1,+,43,4
   4112,ESO 321-6,Galaxy,Cen,,"F, S, vlE, glbM, 3 B st nr",12,7.1,-,40,11
   4113,NGC 4122,,CVn,,eF; nonexistent?,12,7.2,+,34,0
   4114,MCG 2-31-18,Galaxy,Crv,13,"Size: 2.3  cF, S, iR, gbM",12,7.2,-,14,11
   4115,,,Com,,"eF, suspected",12,7.2,+,14,25
   4116,UGC 7111,Galaxy,Vir,11.9,"Size: 3.8  vF, E (hook shape), sp of 2",12,7.6,+,2,42
   4117,UGC 7112,Galaxy,CVn,14,"Size: 2.8  vF, vS",12,7.8,+,43,8
   4118,MCG 7-25-28,Galaxy,CVn,16,"Size: 0.9  eF, vS, 1' s of 4117",12,7.9,+,43,7
   4119,NGC 4124,,Vir,,lE; nonexistent?,12,7.9,+,9,33
   4120,UGC 7121,Galaxy,Dra,14,"Size: 1.9  eF, vS, E",12,8.5,+,69,33
   4121,MCG 11-15-26,Galaxy,Dra,14,"Size: 0.6  F, vS, lE, r",12,7.9,+,65,7
   4122,NGC 4113,Galaxy,Com,15,"eF, vS, R, mbM",12,7.2,+,33,0
   4123,UGC 7116,Galaxy,Vir,11.2,"Size: 4.5  cF, vL, E 90deg +/- , bMN",12,8.2,+,2,53
   4124,NGC 4119,Galaxy,Vir,12,"Size: 4.6  pB, pL, mE 118deg , bM, r; = ",12,8.2,+,10,23
   4125,UGC 7118,Galaxy,Dra,9.8,"Size: 5.1  pB, pL, cE, mbM",12,8.1,+,65,11
   4126,UGC 7123,Galaxy,Com,14,"vF, S, R, pslbM, bet 2 vS st",12,8.7,+,16,9
   4127,UGC 7122,Galaxy,Cam,13,"Size: 2.3  F, pL, vlE, glbM",12,8.4,+,76,48
   4128,UGC 7120,Galaxy,Dra,13,"Size: 2.8  cB, lE, bM",12,8.5,+,68,46
   4129,NGC 4130,Galaxy,Vir,12.6,"Size: 2.6  F, pL, pmE 95deg +/- , vglbM",12,8.9,-,9,2
   4130,NGC 4129,,Vir,,"pE, lbM, *13 p 5'",12,8.9,-,4,0
   4131,UGC 7126,Galaxy,Com,14,"Size: 1.6  cF, S, R, 1st of 3",12,8.7,+,29,18
   4132,MCG 5-29-20,Galaxy,Com,15,"Size: 1.1  cF, S, iR, 2nd of 3",12,9,+,29,14
   4133,UGC 7127,Galaxy,Dra,13,"pB, cL, R, gmbM",12,8.6,+,74,56
   4134,UGC 7130,Galaxy,Com,14,"pF, pL, lE, 3rd of 3",12,9.2,+,29,11
   4135,MCG 7-25-32,Galaxy,CVn,15,"Size: 1.0  vF, pS, R, 2 F st inv",12,9.2,+,44,0
   4136,UGC 7134,Galaxy,Com,12,"Size: 4.1  F, vL, vgmbM",12,9.3,+,29,56
   4137,UGC 7135,Galaxy,CVn,15,"Size: 1.2  vF, pS, R, l fainter than 413",12,9.3,+,44,6
   4138,UGC 7139,Galaxy,CVn,12,"Size: 2.9  B, pL, lE, vgbM, * np",12,9.5,+,43,41
   4139,MCG +00-31-030,,Vir,,"F, S, diffic, p of Dneb",12,9.6,+,1,49
   4140,NGC 4077,,Vir,,"F, S, diffic, f of Dneb",12,9.7,+,1,48
   4141,UGC 7147,Galaxy,UMa,14,"vF, pS, lE, gbM, r",12,9.7,+,58,51
